Site Name,Site Type,Latitude,Longitude,Country,Country ISO3,Site Area (m2),Waste in Place (tons),Emissions: Modeled (tons CH4/year),Emissions Uncertainty: Modeled (tons CH4/year),Emissions Source: Modeled,Emissions: Satellite (tons CH4/year),Emissions Uncertainty: Satellite (tons CH4/year),Emissions Source: Satellite,Site Area (m2),Waste in Place Year,Site Open Year,Site Close Year,Site Status,Climate TRACE ID,GHGRP ID,Most Recent Plume Filename
"Halisahar, Barrackpur - I, North 24 Parganas, West Bengal, 743135, India",Dumpsites,22.929125455481444,88.42061547178153,India,IND,312827.1753,16210.83991,257.6802675,,Climate TRACE,,,,312827.1753,2021,,,,1835964151,,
"Vernet, 1Re Bourdet, Carrefour Bourdet, Les Cayes, Arrondissement Des Cayes, Sud Department, Haiti",Dumpsites,18.20721772420636,-73.76385558610706,Haiti,HTI,214159.679,13701.63423,225.9376362,,Climate TRACE,,,,214159.679,2021,,,,1835964289,,
"Isha Garden, Perumbakkam, Sholinganallur, Tamil Nadu, 600100, India",Dumpsites,12.908837172005088,80.19943327625907,India,IND,312307.5193,16183.91111,257.2522194,,Climate TRACE,,,,312307.5193,2021,,,,1835964152,,
Cathcart Landfill,Sanitary Landfill,47.86,-122.12,United States,USA,3522793.493,270176.0,225.74,,Climate TRACE,,,,3522793.493,2021,,,,1835964290,,
"Bangli Central Garbage Dump, Jalan Kusuma Yudha, Bungkuan, Malet Seri Batu, Bali, 80613, Indonesia",Dumpsites,-8.353850644643193,115.36739785141764,Indonesia,IDN,338896.0497,14827.40304,256.8845081,,Climate TRACE,,,,338896.0497,2021,,,,1835964153,,
Envirofil Of Illinois Inc.,Sanitary Landfill,40.484333,-90.638,United States,USA,4033549.294,37908.3,225.53,,Climate TRACE,,,,4033549.294,2021,,,,1835964291,,
"Havala, Guddenahalli, Turuvekere Taluk, Tumkur District, Karnataka, 572227, India",Dumpsites,13.164371358651337,76.64455017658769,India,IND,311759.5262,16155.51387,256.8008295,,Climate TRACE,,,,311759.5262,2021,,,,1835964154,,
"Brebes, Central Java, Indonesia",Dumpsites,-7.232366296727719,108.9975864292312,Indonesia,IDN,297357.4098,13010.00164,225.3980594,,Climate TRACE,,,,297357.4098,2021,,,,1835964292,,
"Bumi Arum, Pringsewu, Lampung, 35373, Indonesia",Dumpsites,-5.341015981475318,104.93791910338241,Indonesia,IDN,338657.7045,14816.97495,256.7038415,,Climate TRACE,,,,338657.7045,2021,,,,1835964155,,
"Estrada Da Lama Preta, Paciência, Zona Oeste Do Rio De Janeiro, Região Geográfica Imediata Do Rio De Janeiro, Região Metropolitana Do Rio De Janeiro, Região Geográfica Intermediária Do Rio De Janeiro, Rio De Janeiro, Southeast Region, 23575-450, Brazil",Dumpsites,-22.872731571769105,-43.65628013363881,Brazil,BRA,213452.1655,13656.36851,225.1912122,,Climate TRACE,,,,213452.1655,2021,,,,1835964293,,
"Jalan Sri Aman-Sarikei, Sarawak, Malaysia",Dumpsites,1.753002632845928,111.39641830386994,Malaysia,MYS,225694.3275,9874.593584,256.6157514,,Climate TRACE,,,,225694.3275,2021,,,,1835964156,,
"Lapangan, Jalan Bukit Putih, Sliwung, Situbondo, East Java, 68311, Indonesia",Dumpsites,-7.737728051376445,114.02313916406622,Indonesia,IDN,297055.0091,12996.77099,225.1688385,,Climate TRACE,,,,297055.0091,2021,,,,1835964294,,
City Of Chandler Landfill,Sanitary Landfill,33.251,-111.8251,United States,USA,2271593.338,93285.68411,256.2289881,,Climate TRACE,,,,2271593.338,2021,,,,1835964157,,
"Phaujalpura, Jhalawar, Jhalrapatan Tehsil, Jhalawar, Rajasthan, 326001, India",Dumpsites,24.615509645997186,76.17679045412265,India,IND,273110.2909,14152.69373,224.9648955,,Climate TRACE,,,,273110.2909,2021,,,,1835964295,,
"Sabenpe, Carretera: Petare - Santa Lucia, Petare Norte, Caracas, Parroquia La Dolorita, Municipio Sucre, Miranda State, 1073, Venezuela",Dumpsites,10.490269001684185,-66.78895193537582,"Venezuela, RB",VEN,242678.5794,15526.23325,256.0249661,,Climate TRACE,,,,242678.5794,2021,,,,1835964158,,
"Red Hills, Alinjivakkam, Mathavaram, Thiruvallur District, Tamil Nadu, 600066, India",Dumpsites,13.194338680620138,80.1977090888793,India,IND,272869.8069,14140.23175,224.7668054,,Climate TRACE,,,,272869.8069,2021,,,,1835964296,,
"บร.4063, Ban Non Din Daeng, Non Din Daeng, Buri Ram Province, 31260, Thailand",Dumpsites,14.296554360633648,102.78315492233521,Thailand,THA,337607.9477,14771.04592,255.9081219,,Climate TRACE,,,,337607.9477,2021,,,,1835964159,,
"Mazidpur, Abdullapurmet Mandal, Rangareddy, Telangana, 501512, India",Dumpsites,17.28737030784978,78.71801365726171,India,IND,272840.5807,14138.71723,224.7427314,,Climate TRACE,,,,272840.5807,2021,,,,1835964297,,
"Sector 1, Manesar, Gurugram, Haryana, 122050, India, Site 2",Dumpsites,28.370953984125986,76.94735155279032,India,IND,309918.3112,16060.10131,255.2841941,,Climate TRACE,,,,309918.3112,2021,,,,1835964160,,
"Hekou, Hekou Yao Autonomous County, Honghe Hani And Yi Autonomous Prefecture, Yunnan, 661300, China",Dumpsites,22.546858948566317,103.91911702116154,China,CHN,296370.7447,12966.833,224.6501635,,Climate TRACE,,,,296370.7447,2021,,,,1835964298,,
"Barangay 100 San Roque, Tacloban, Eastern Visayas, 6500, Philippines",Dumpsites,11.276134799908661,124.9349855843181,Philippines,PHL,335984.4004,14700.01237,254.6774668,,Climate TRACE,,,,335984.4004,2021,,,,1835964161,,
"Ijeododo, Alimosho, Lagos, 100266, Nigeria",Dumpsites,6.508864076646326,3.239321071558464,Nigeria,NGA,272082.351,18550.31967,224.3973193,,Climate TRACE,,,,272082.351,2021,,,,1835964299,,
"Sh51, Gamori, Dhikoli, Kanwas Tehsil, Kota District, Rajasthan, India",Dumpsites,25.015422061810767,76.09816417381316,India,IND,309131.9398,16019.3512,254.6364486,,Climate TRACE,,,,309131.9398,2021,,,,1835964162,,
"Desa Tamanmekar, West Java, Indonesia",Dumpsites,-6.414762418940863,107.2245809178677,Indonesia,IDN,295853.1463,12944.187,224.2578219,,Climate TRACE,,,,295853.1463,2021,,,,1835964300,,
"Nanshetang, Bobai County, Yulin City, Guangxi, 543000, China",Dumpsites,21.700626415633824,109.71315918195774,China,CHN,335226.6168,14666.85777,254.1030639,,Climate TRACE,,,,335226.6168,2021,,,,1835964163,,
"Sh75, Qendër Piskovë, Përmet, Bashkia Përmet, Gjirokastër County, Southern Albania, 6405, Albania",Dumpsites,40.25647042523135,20.329546387631222,Albania,ALB,259697.1276,14569.69039,223.9508464,,Climate TRACE,,,,259697.1276,2021,,,,1835964301,,
"Hmawbi, Yangon, ၀၁, Myanmar",Dumpsites,17.114759566304922,96.04340322912454,Myanmar,MMR,334561.5129,14637.75809,253.5989125,,Climate TRACE,,,,334561.5129,2021,,,,1835964164,,
"Mojosari, Tulungagung, East Java, 66215, Indonesia",Dumpsites,-8.01254991958037,111.83018285969382,Indonesia,IDN,295407.9382,12924.70823,223.9203525,,Climate TRACE,,,,295407.9382,2021,,,,1835964302,,
Northside Sanitary Landfill,Sanitary Landfill,38.52388,-90.94352,United States,USA,997904.0,72575.0,253.4356273,,Climate TRACE,,,,997904.0,2021,,,,1835964165,,
Hana Landfill,Sanitary Landfill,20.76778,-155.98859,United States,USA,132060.073,5336.076032,223.9025012,,Climate TRACE,,,,132060.073,2021,,,,1835964303,,
"Cien Fuegos, Santiago De Los Caballeros, Santiago, 51072, Dominican Republic",Dumpsites,19.46672802421369,-70.74768126388742,Dominican Republic,DOM,239751.5195,15338.96409,252.9369293,,Climate TRACE,,,,239751.5195,2021,,,,1835964166,,
Muswellbrook Landfill,Sanitary Landfill,-32.2580405970516,150.91484427452,Australia,AUS,94729.62701,6453.989201,223.6305085,,Climate TRACE,,,,94729.62701,2021,,,,1835964304,,
"Bao Thang District, Lao Cai Province, Vietnam",Dumpsites,22.358471456934467,104.20662253694087,Vietnam,VNM,333681.5631,14599.25847,252.9319072,,Climate TRACE,,,,333681.5631,2021,,,,1835964167,,
"F105, Ilaro, Yewa South, Ogun, Nigeria",Dumpsites,6.88684225690701,3.007781068842883,Nigeria,NGA,270981.6911,18475.27771,223.4895605,,Climate TRACE,,,,270981.6911,2021,,,,1835964305,,
"Leiliu, Changling Farm, Shangsi County, Fangchenggang City, Guangxi, China",Dumpsites,22.12272050120137,107.90874328716312,China,CHN,333219.0163,14579.02109,252.581295,,Climate TRACE,,,,333219.0163,2021,,,,1835964168,,
"Padang Besar, Perlis, Malaysia",Dumpsites,6.600285268612119,100.27056705414505,Malaysia,MYS,196520.0159,8598.157116,223.4443909,,Climate TRACE,,,,196520.0159,2021,,,,1835964306,,
"Bulacan, Malalag, Davao Del Sur, Davao Region, 8010, Philippines",Dumpsites,6.581943028426484,125.41033130802609,Philippines,PHL,333094.3976,14573.56876,252.4868335,,Climate TRACE,,,,333094.3976,2021,,,,1835964169,,
"Kishanganj, Kishanganj District, Bihar, 855107, India",Dumpsites,26.11543651369923,87.95502332106328,India,IND,271243.9293,14055.97807,223.4275466,,Climate TRACE,,,,271243.9293,2021,,,,1835964307,,
"Bhikangaon, Bhikangaon Tahsil, Khargone, Madhya Pradesh, 451331, India",Dumpsites,21.872809079095408,75.96417957449934,India,IND,306131.0549,15863.84405,252.1645764,,Climate TRACE,,,,306131.0549,2021,,,,1835964170,,
"Vertedero Municipal De Río San Juan, Camino Al Vertedero Municipal, Sábana La Puerta, Río San Juan, María Trinidad Sánchez, Dominican Republic",Dumpsites,19.554137114700517,-70.06510186310683,Dominican Republic,DOM,211208.4771,13512.82049,222.8241295,,Climate TRACE,,,,211208.4771,2021,,,,1835964308,,
"Leizhou City, Zhanjiang City, Guangdong Province, China",Dumpsites,20.9942669714757,110.11144734029169,China,CHN,331877.2413,14520.31566,251.5642244,,Climate TRACE,,,,331877.2413,2021,,,,1835964171,,
"Longshan, Nanjing County, Zhangzhou City, Fujian, China",Dumpsites,24.642964900564866,117.39254589078249,China,CHN,293885.0465,12858.07857,222.7659947,,Climate TRACE,,,,293885.0465,2021,,,,1835964309,,
"Songyang County, Lishui, Zhejiang, 323400, China",Dumpsites,28.44850405686603,119.53333815299003,China,CHN,331153.3288,14488.64299,251.0154959,,Climate TRACE,,,,331153.3288,2021,,,,1835964172,,
"Sainik Nagar, Patel Nagar Tehsil, West Delhi, Delhi, 110059, India",Dumpsites,28.615871380402996,77.04344448351793,India,IND,270262.1354,14005.10108,222.6188287,,Climate TRACE,,,,270262.1354,2021,,,,1835964310,,
"Nabadwip, Nadia, West Bengal, 741302, India",Dumpsites,23.41553377903292,88.35557465677746,India,IND,304633.921,15786.26192,250.9313655,,Climate TRACE,,,,304633.921,2021,,,,1835964173,,
"Arusha, Arusha Municipal, Arusha, Northern Zone, 10086, Tanzania",Dumpsites,-3.387695181460501,36.59463083966705,Tanzania,TZA,269909.1611,18402.15362,222.6050016,,Climate TRACE,,,,269909.1611,2021,,,,1835964311,,
Aguadilla Landfill,Sanitary Landfill,18.419018,-67.116211,United States,USA,175415.564,22861.0,250.7899774,,Climate TRACE,,,,175415.564,2021,,,,1835964174,,
Garfield County/John'S Valley Lf,Sanitary Landfill,37.7988,-112.0745,United States,USA,14696.0,5302.0,222.4726661,,Climate TRACE,,,,14696.0,2021,,,,1835964312,,
"Soa, Méfou-Et-Afamba, Centre, 4362, Cameroon",Dumpsites,3.927561970315165,11.57261519176545,Cameroon,CMR,304070.5674,20731.24628,250.7792951,,Climate TRACE,,,,304070.5674,2021,,,,1835964175,,
Middleborough Landfill,Sanitary Landfill,41.9257,-70.83147,United States,USA,1817921.582,68363.6,222.09,,Climate TRACE,,,,1817921.582,2021,,,,1835964313,,
"Rn 85, Kahouet Aibouche, Sidi Mezghiche, Sidi Mezghiche District, Skikda, Algeria",Dumpsites,36.7834725835474,6.66402769480345,Algeria,DZA,213623.5662,17473.68402,250.5165717,,Climate TRACE,,,,213623.5662,2021,,,,1835964176,,
"Jalan Mayang, Rw 07, Kelapa Dua, Kebon Jeruk, West Jakarta, Jakarta Special Capital Region, 11550., Indonesia",Dumpsites,-6.215179723947679,106.76411665512208,Indonesia,IDN,292581.109,12801.0286,221.7776051,,Climate TRACE,,,,292581.109,2021,,,,1835964314,,
City Of Bozeman Slf,Sanitary Landfill,45.717,-111.024,United States,USA,1462386.494,51109.76413,250.3655766,,Climate TRACE,,,,1462386.494,2021,,,,1835964177,,
"S309, Mangxin, Menglian Dai, Lahu And Va Autonomous County, Pu'Er City, Yunnan, 665000, China",Dumpsites,22.305180613313354,99.60480987651007,China,CHN,292061.8294,12778.30905,221.3839891,,Climate TRACE,,,,292061.8294,2021,,,,1835964315,,
"202, Ban Huai Rai, Pathum Ratchawongsa, Na Pa Saeng, Amnat Charoen Province, 34170, Thailand",Dumpsites,16.029535248390758,105.13320412085102,Thailand,THA,329951.704,14436.06942,250.1046597,,Climate TRACE,,,,329951.704,2021,,,,1835964178,,
Franklin County Regional Landfill,Sanitary Landfill,44.9815,-74.3323,United States,USA,1989534.77,116695.79,220.84,,Climate TRACE,,,,1989534.77,2021,,,,1835964316,,
"Urthala, Rayadurg, Molakalmuru Taluku, Chitradurga District, Karnataka, 515865, India",Dumpsites,14.7145115914484,76.8534847741085,India,IND,303310.0833,15717.66007,249.8409012,,Climate TRACE,,,,303310.0833,2021,,,,1835964179,,
Granish,Sanitary Landfill,57.2117659,-3.8166554,United Kingdom,GBR,82163.27517,7173.476779,220.5271565,,Climate TRACE,,,,82163.27517,2021,,,,1835964317,,
"Rruga Ëngjëll Mashi, Astir, Lagjja E Re (Mëzez), Kashar, Tirana Municipality, Tirana County, Central Albania, 1051, Albania",Dumpsites,41.328245541833084,19.774836970534814,Albania,ALB,289710.8866,16253.54103,249.8333303,,Climate TRACE,,,,289710.8866,2021,,,,1835964180,,
"Castillo, Duarte, Dominican Republic",Dumpsites,19.219715368053937,-70.03666696836468,Dominican Republic,DOM,208650.4302,13349.16026,220.1253999,,Climate TRACE,,,,208650.4302,2021,,,,1835964318,,
"Jimei District, Xiamen, Fujian, 361021, China, Site 2",Dumpsites,24.639272123442876,118.04379415842422,China,CHN,290061.3253,12690.78286,219.8675993,,Climate TRACE,,,,290061.3253,2021,,,,1835964321,,
Poligiros Landfill,Sanitary Landfill,40.4036601180134,23.4158134460449,Greece,GRC,124032.3386,7157.452631,220.0345419,,Climate TRACE,,,,124032.3386,2021,,,,1835964319,,
"El Tamarindo, Guarenas, Parroquia Guarenas, Municipio Plaza, Miranda State, 1220, Venezuela",Dumpsites,10.4511504867309,-66.62829151077432,"Venezuela, RB",VEN,208321.3914,13328.10882,219.7782652,,Climate TRACE,,,,208321.3914,2021,,,,1835964322,,
"Ewu, Oshodi/Isolo, Lagos, 100263, Nigeria",Dumpsites,6.564706702979486,3.324333200769071,Nigeria,NGA,266714.4818,18184.34338,219.9702204,,Climate TRACE,,,,266714.4818,2021,,,,1835964320,,
"Forest View Landfill, Llc",Sanitary Landfill,39.10407,-94.68839,United States,USA,3990614.282,181360.456,219.59,,Climate TRACE,,,,3990614.282,2021,,,,1835964323,,
"Chunchura, Chinsurah - Magra, Hugli, West Bengal, 712102, India",Dumpsites,22.89320687138882,88.37765485620831,India,IND,226594.4583,11742.22311,186.6491317,,Climate TRACE,,,,226594.4583,2021,,,,1835964461,,
"Parivahan Marg Extension, Sudarshanpura, Bais Godam, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India",Dumpsites,26.900140181303165,75.79131210974772,India,IND,265603.2444,13763.67533,218.7812328,,Climate TRACE,,,,265603.2444,2021,,,,1835964324,,
"Soi Dao, Chanthaburi Province, Thailand",Dumpsites,13.112922400179178,102.23509494180851,Thailand,THA,245150.9574,10725.86138,185.8253678,,Climate TRACE,,,,245150.9574,2021,,,,1835964462,,
Modelfill Landfill,Sanitary Landfill,34.7124,-92.3318,United States,USA,5077920.864,65587.643,217.44,,Climate TRACE,,,,5077920.864,2021,,,,1835964325,,
"Yangxin County, Huangshi, Hubei, China",Dumpsites,29.759906270181318,115.20509956185218,China,CHN,245150.1698,10725.82692,185.8247709,,Climate TRACE,,,,245150.1698,2021,,,,1835964463,,
"Kampot, Cambodia, Site 2",Dumpsites,10.538533446841306,104.42485272431111,Cambodia,KHM,286701.7059,12543.79256,217.3209949,,Climate TRACE,,,,286701.7059,2021,,,,1835964326,,
"Ribas Do Rio Pardo, Região Geográfica Imediata De Campo Grande, Região Geográfica Intermediária De Campo Grande, Mato Grosso Do Sul, Central-West Region, 79180-000, Brazil",Dumpsites,-20.44949147702688,-53.734146472086984,Brazil,BRA,176093.3542,11266.20445,185.7778102,,Climate TRACE,,,,176093.3542,2021,,,,1835964464,,
"Chashan, Dongguan, Guangdong Province, 523000, China, Site 2",Dumpsites,23.047981409807953,113.84411178111858,China,CHN,285743.6221,12501.87441,216.5947637,,Climate TRACE,,,,285743.6221,2021,,,,1835964327,,
"Jimbaran, Kuta Selatan, Bali, 0361, Indonesia",Dumpsites,-8.795212561089434,115.16585708522096,Indonesia,IDN,244629.2172,10703.03417,185.4298868,,Climate TRACE,,,,244629.2172,2021,,,,1835964465,,
"Tanggan, Sragen, Central Java, Indonesia",Dumpsites,-7.352196951043039,111.00313070779035,Indonesia,IDN,285313.7316,12483.06581,216.268905,,Climate TRACE,,,,285313.7316,2021,,,,1835964328,,
"Jantho, Kota Jantho, Aceh Besar, Aceh, Indonesia",Dumpsites,5.294924882548939,95.59788111195742,Indonesia,IDN,244605.2915,10701.98737,185.411751,,Climate TRACE,,,,244605.2915,2021,,,,1835964466,,
"Jalan Raya Gempol - Tlocor, Tambak Kalisogo, Jabon, Sidoarjo, East Java, Indonesia",Dumpsites,-7.549543593392706,112.7639725413505,Indonesia,IDN,284819.8565,12461.45776,215.8945458,,Climate TRACE,,,,284819.8565,2021,,,,1835964329,,
"Mingshan Subdistrict, Yuzhou District, Yulin City, Guangxi, 543000, China",Dumpsites,22.63978352875093,110.19789254327688,China,CHN,243780.2765,10665.89126,184.7863864,,Climate TRACE,,,,243780.2765,2021,,,,1835964467,,
"G228, Huilai County, Jieyang City, Guangdong Province, China",Dumpsites,23.09164335044623,116.52505990193711,China,CHN,284687.515,12455.66754,215.7942305,,Climate TRACE,,,,284687.515,2021,,,,1835964330,,
"Jiaojiang District, Taizhou, Zhejiang, 318000, China",Dumpsites,28.63606484409367,121.38405267210342,China,CHN,243718.6286,10663.19403,184.7396571,,Climate TRACE,,,,243718.6286,2021,,,,1835964468,,
"Mỹ Luông, Chợ Mới District, An Giang Province, Vietnam",Dumpsites,10.507559104935666,105.48498276329191,Vietnam,VNM,284602.8683,12451.96407,215.730068,,Climate TRACE,,,,284602.8683,2021,,,,1835964331,,
"Mainpuri, Uttar Pradesh, 205001, India",Dumpsites,27.215668551763137,79.0086589839258,India,IND,224032.8756,11609.48079,184.539119,,Climate TRACE,,,,224032.8756,2021,,,,1835964469,,
"马北线, Dinghai District, Zhoushan, Zhejiang, China",Dumpsites,30.142095935757023,122.09506240129753,China,CHN,284577.5666,12450.85707,215.7108892,,Climate TRACE,,,,284577.5666,2021,,,,1835964332,,
"Rajagopal Nagar, Dasarahalli Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, 560091, India",Dumpsites,13.003293006157776,77.51319783976838,India,IND,223963.467,11605.884,184.4819461,,Climate TRACE,,,,223963.467,2021,,,,1835964470,,
"Bawal, Rewari District, Haryana, 123501, India",Dumpsites,28.080895513060753,76.56824188189282,India,IND,261740.8264,13563.52315,215.5997032,,Climate TRACE,,,,261740.8264,2021,,,,1835964333,,
"Magway Township, Magway District, Magway, +9563, Myanmar",Dumpsites,20.15789190072396,94.99547827153648,Myanmar,MMR,242992.1922,10631.41094,184.1890156,,Climate TRACE,,,,242992.1922,2021,,,,1835964471,,
"Bago Township, Bago District, East Bago Region, Bago Region, 70101, Myanmar",Dumpsites,17.35513541405539,96.44435019272929,Myanmar,MMR,284051.533,12427.84201,215.3121537,,Climate TRACE,,,,284051.533,2021,,,,1835964334,,
"Jiangmao Road, 姜山镇, Yinzhou District, Ningbo, Zhejiang, China",Dumpsites,29.75473547095303,121.5213332428233,China,CHN,242918.0856,10628.16862,184.1328425,,Climate TRACE,,,,242918.0856,2021,,,,1835964472,,
"Moc Chau, Mộc Châu District, Son La Province, Vietnam",Dumpsites,20.85552856180439,104.59987393785755,Vietnam,VNM,284020.1973,12426.47101,215.2884011,,Climate TRACE,,,,284020.1973,2021,,,,1835964335,,
"Nirsa-Cum-Chirkunda, Dhanbad, Jharkhand, 828205, India",Dumpsites,23.801737445168982,86.6722510592565,India,IND,223515.6525,11582.67806,184.1130748,,Climate TRACE,,,,223515.6525,2021,,,,1835964473,,
Central Hawkes Bay District Landfill,Sanitary Landfill,-40.0564370963515,176.613181047141,New Zealand,NZL,91000.78143,6199.940601,214.8277331,,Climate TRACE,,,,91000.78143,2021,,,,1835964336,,
"Cajazeiras, Região Geográfica Imediata De Cajazeiras, Região Metropolitana De Cajazeiras, Região Geográfica Intermediária De Sousa-Cajazeiras, Paraíba, Northeast Region, 58900000, Brazil",Dumpsites,-6.915382682878976,-38.56177685690747,Brazil,BRA,174437.3959,11160.25857,184.0307805,,Climate TRACE,,,,174437.3959,2021,,,,1835964474,,
"Ban Yue Lo, Narathiwat Province, 96170, Thailand",Dumpsites,6.556101510128022,101.66496786378683,Thailand,THA,283303.598,12395.11831,214.7452161,,Climate TRACE,,,,283303.598,2021,,,,1835964337,,
